+-----------------------------+-----------------------------------------------+----------+---------------+
| NOTE: The Hardness and Resistance values are the raw base values in the fields                         |
| of the Block class in question. The actual final values may be different                               |
| for different states of the block, or they may depend on a TileEntity etc.                             |
+-----------------------------+-----------------------------------------------+----------+---------------+
| Mod name                    | Registry name                                 | Hardness |    Resistance |
| Unknown                     | ecomod:frame                                  |     0.00 |          0.00 |
| Unknown                     | extraglass:clear_glass                        |     0.00 |          0.00 |
| Unknown                     | extraglass:darkened_glass                     |     0.00 |          0.00 |
| Unknown                     | extraglass:darkened_incorporeal_glass         |     0.00 |          0.00 |
| Unknown                     | extraglass:incorporeal_glass                  |     0.00 |          0.00 |
| Unknown                     | extraglass:luminous_glass                     |     0.00 |          0.00 |
| Unknown                     | extraglass:stained_clear_glass                |     0.00 |          0.00 |
| Unknown                     | extraglass:stained_darkened_glass             |     0.00 |          0.00 |
| Unknown                     | extraglass:stained_darkened_incorporeal_glass |     0.00 |          0.00 |
| Unknown                     | extraglass:stained_incorporeal_glass          |     0.00 |          0.00 |
| Unknown                     | extraglass:stained_luminous_glass             |     0.00 |          0.00 |
| Unknown                     | extratan:tempered_glass_block                 |     0.00 |          0.00 |
| Unknown                     | ltn:bent_glowshroom_pot                       |     0.00 |          0.00 |
| Unknown                     | ltn:blue_fence                                |     0.00 |          0.00 |
| Unknown                     | ltn:blue_fence_gate                           |     0.00 |          0.00 |
| Unknown                     | ltn:blue_glowpot                              |     0.00 |          0.00 |
| Unknown                     | ltn:blue_leaves                               |     0.00 |          0.00 |
| Unknown                     | ltn:blue_log                                  |     0.00 |          0.00 |
| Unknown                     | ltn:blue_planks                               |     0.00 |          0.00 |
| Unknown                     | ltn:blue_sapling                              |     0.00 |          0.00 |
| Unknown                     | ltn:blue_slab_double                          |     0.00 |          0.00 |
| Unknown                     | ltn:blue_slab_half                            |     0.00 |          0.00 |
| Unknown                     | ltn:blue_stairs                               |     0.00 |          0.00 |
| Unknown                     | ltn:firefly_jar                               |     0.00 |          0.00 |
| Unknown                     | ltn:glow_slab_double                          |     0.00 |          0.00 |
| Unknown                     | ltn:glow_slab_half                            |     0.00 |          0.00 |
| Unknown                     | ltn:glowing_fence                             |     0.00 |          0.00 |
| Unknown                     | ltn:glowing_fence_gate                        |     0.00 |          0.00 |
| Unknown                     | ltn:glowing_leaves                            |     0.00 |          0.00 |
| Unknown                     | ltn:glowing_log                               |     0.00 |          0.00 |
| Unknown                     | ltn:glowing_planks                            |     0.00 |          0.00 |
| Unknown                     | ltn:glowing_sapling                           |     0.00 |          0.00 |
| Unknown                     | ltn:glowing_stairs                            |     0.00 |          0.00 |
| Unknown                     | ltn:glowing_tree_shroom                       |     0.00 |          0.00 |
| Unknown                     | ltn:glowing_water                             |     0.00 |          0.00 |
| Unknown                     | ltn:glowshroom                                |     0.00 |          0.00 |
| Unknown                     | ltn:glowshroom2                               |     0.00 |          0.00 |
| Unknown                     | ltn:green_fence                               |     0.00 |          0.00 |
| Unknown                     | ltn:green_fence_gate                          |     0.00 |          0.00 |
| Unknown                     | ltn:green_glowpot                             |     0.00 |          0.00 |
| Unknown                     | ltn:green_leaves                              |     0.00 |          0.00 |
| Unknown                     | ltn:green_log                                 |     0.00 |          0.00 |
| Unknown                     | ltn:green_planks                              |     0.00 |          0.00 |
| Unknown                     | ltn:green_sapling                             |     0.00 |          0.00 |
| Unknown                     | ltn:green_slab_double                         |     0.00 |          0.00 |
| Unknown                     | ltn:green_slab_half                           |     0.00 |          0.00 |
| Unknown                     | ltn:green_stairs                              |     0.00 |          0.00 |
| Unknown                     | ltn:infected_log                              |     0.00 |          0.00 |
| Unknown                     | ltn:infernal_ice                              |     0.00 |          0.00 |
| Unknown                     | ltn:large_glowshroom_pot                      |     0.00 |          0.00 |
| Unknown                     | ltn:purple_glowpot                            |     0.00 |          0.00 |
| Unknown                     | ltn:red_fence                                 |     0.00 |          0.00 |
| Unknown                     | ltn:red_fence_gate                            |     0.00 |          0.00 |
| Unknown                     | ltn:red_glowpot                               |     0.00 |          0.00 |
| Unknown                     | ltn:red_leaves                                |     0.00 |          0.00 |
| Unknown                     | ltn:red_log                                   |     0.00 |          0.00 |
| Unknown                     | ltn:red_planks                                |     0.00 |          0.00 |
| Unknown                     | ltn:red_sapling                               |     0.00 |          0.00 |
| Unknown                     | ltn:red_slab_double                           |     0.00 |          0.00 |
| Unknown                     | ltn:red_slab_half                             |     0.00 |          0.00 |
| Unknown                     | ltn:red_stairs                                |     0.00 |          0.00 |
| Unknown                     | ltn:rotten_planks                             |     0.00 |          0.00 |
| Unknown                     | ltn:rotten_slab_double                        |     0.00 |          0.00 |
| Unknown                     | ltn:rotten_slab_half                          |     0.00 |          0.00 |
| Unknown                     | ltn:rotten_stairs                             |     0.00 |          0.00 |
| Unknown                     | ltn:small_glowshroom_pot                      |     0.00 |          0.00 |
| Unknown                     | ltn:straight_glowshroom_pot                   |     0.00 |          0.00 |
| Unknown                     | ltn:swamp_mud_block                           |     0.00 |          0.00 |
| Unknown                     | ltn:wisp_flame                                |     0.00 |          0.00 |
| Unknown                     | ltn:yellow_fence                              |     0.00 |          0.00 |
| Unknown                     | ltn:yellow_fence_gate                         |     0.00 |          0.00 |
| Unknown                     | ltn:yellow_glowpot                            |     0.00 |          0.00 |
| Unknown                     | ltn:yellow_leaves                             |     0.00 |          0.00 |
| Unknown                     | ltn:yellow_log                                |     0.00 |          0.00 |
| Unknown                     | ltn:yellow_planks                             |     0.00 |          0.00 |
| Unknown                     | ltn:yellow_sapling                            |     0.00 |          0.00 |
| Unknown                     | ltn:yellow_slab_double                        |     0.00 |          0.00 |
| Unknown                     | ltn:yellow_slab_half                          |     0.00 |          0.00 |
| Unknown                     | ltn:yellow_stairs                             |     0.00 |          0.00 |
| Unknown                     | qualitytools:reforging_station                |     0.00 |          0.00 |
| Unknown                     | storagenetwork:controller                     |     0.00 |          0.00 |
| Unknown                     | storagenetwork:ex_kabel                       |     0.00 |          0.00 |
| Unknown                     | storagenetwork:im_kabel                       |     0.00 |          0.00 |
| Unknown                     | storagenetwork:kabel                          |     0.00 |          0.00 |
| Unknown                     | storagenetwork:master                         |     0.00 |          0.00 |
| Unknown                     | storagenetwork:process_kabel                  |     0.00 |          0.00 |
| Unknown                     | storagenetwork:request                        |     0.00 |          0.00 |
| Unknown                     | storagenetwork:storage_kabel                  |     0.00 |          0.00 |
| Waterworks                  | waterworks:groundwater_pump                   |     2.00 |         10.00 |
| Waterworks                  | waterworks:rain_collector                     |     2.00 |         10.00 |
| Waterworks                  | waterworks:rain_collector_controller          |     2.00 |         10.00 |
| Waterworks                  | waterworks:rain_tank_wood                     |     2.00 |         10.00 |
| Waterworks                  | waterworks:water_pipe                         |     2.00 |         10.00 |
| Wearable Backpacks          | wearablebackpacks:backpack                    |     1.50 |          7.50 |
| Wumple Util Library         | wumpleutil:blank                              |     0.00 |          0.00 |
| Wumple Util Library         | wumpleutil:placeholder                        |     0.00 |          0.00 |
| Wumple Util Library         | wumpleutil:repairing_block                    |     1.50 |          7.50 |
| XL Food Mod                 | xlfoodmod:cheese_cake                         |     0.50 |          2.50 |
| XL Food Mod                 | xlfoodmod:chocolate_cake                      |     0.50 |          2.50 |
| XL Food Mod                 | xlfoodmod:corn_plant                          |     0.00 |          0.00 |
| XL Food Mod                 | xlfoodmod:cucumber_plant                      |     0.00 |          0.00 |
| XL Food Mod                 | xlfoodmod:grass                               |     0.00 |          0.00 |
| XL Food Mod                 | xlfoodmod:lettuce_plant                       |     0.00 |          0.00 |
| XL Food Mod                 | xlfoodmod:nether_cake                         |     0.50 |          2.50 |
| XL Food Mod                 | xlfoodmod:onion_plant                         |     0.00 |          0.00 |
| XL Food Mod                 | xlfoodmod:oreo_cake                           |     0.50 |          2.50 |
| XL Food Mod                 | xlfoodmod:pepper_plant                        |     0.00 |          0.00 |
| XL Food Mod                 | xlfoodmod:pizza                               |     0.50 |          2.50 |
| XL Food Mod                 | xlfoodmod:pumpkin_cake                        |     0.50 |          2.50 |
| XL Food Mod                 | xlfoodmod:rice_plant                          |     0.00 |          0.00 |
| XL Food Mod                 | xlfoodmod:rock_salt                           |     1.50 |          7.50 |
| XL Food Mod                 | xlfoodmod:strawberry_cake                     |     0.50 |          2.50 |
| XL Food Mod                 | xlfoodmod:strawberry_plant                    |     0.00 |          0.00 |
| XL Food Mod                 | xlfoodmod:tomato_plant                        |     0.00 |          0.00 |
| XL Food Mod                 | xlfoodmod:vanilla_flower                      |     0.00 |          0.00 |
+-----------------------------+-----------------------------------------------+----------+---------------+
| Mod name                    | Registry name                                 | Hardness |    Resistance |
+-----------------------------+-----------------------------------------------+----------+---------------+
| NOTE: The Hardness and Resistance values are the raw base values in the fields                         |
| of the Block class in question. The actual final values may be different                               |
| for different states of the block, or they may depend on a TileEntity etc.                             |
+-----------------------------+-----------------------------------------------+----------+---------------+
